id,rep_patent,title,abstract,text,has_abstract
3x1l94h72t3o5z3x5416j5b1uw70411d5r41,US8747835,Artificial and mutated nucleotide sequences,"The present invention relates to artificial nucleotide sequences, including specific mutations therein.","Artificial and mutated nucleotide sequences. The present invention relates to artificial nucleotide sequences, including specific mutations therein",True
485j5x1951435j611q3k2v3b162w7294273p5b,US8017338,Reversible di-nucleotide terminator sequencing,"The present teachings provide methods, compositions, and kits for synthesizing and sequencing nucleic acids. In some embodiments, reversible di-nucleotide compounds are employed along with cleaving reactions that remove a label and a blocking moiety. Improved sequencing efficiency is achieved by the rapid polymerase-mediated incorporation of reversible di-nucleotide compounds. In some embodiments, the di-nucleotides do not contain conventional nucleotide triphosphates, but rather employ amino acid phosphoramidate nucleotides (AAPNs).","Reversible di-nucleotide terminator sequencing. The present teachings provide methods, compositions, and kits for synthesizing and sequencing nucleic acids. In some embodiments, reversible di-nucleotide compounds are employed along with cleaving reactions that remove a label and a blocking moiety. Improved sequencing efficiency is achieved by the rapid polymerase-mediated incorporation of reversible di-nucleotide compounds. In some embodiments, the di-nucleotides do not contain conventional nucleotide triphosphates, but rather employ amino acid phosphoramidate nucleotides (AAPNs)",True
6f5z14f2v1u1j1k5b1v2k6p6w3u6x396q5a2c6q,US8669085,Transformation of gram positive bacteria by sonoporation,"The present invention provides a sonoporation-based method that can be universally applied for delivery of compounds into Gram positive bacteria. Gram positive bacteria which can be transformed by sonoporation include, for example, Bacillus, Streptococcus, Acetobacterium , and Clostridium . Compounds which can be delivered into Gram positive bacteria via sonoporation include nucleic acids (DNA or RNA), proteins, lipids, carbohydrates, viruses, small organic and inorganic molecules, and nano-particles.","Transformation of gram positive bacteria by sonoporation. The present invention provides a sonoporation-based method that can be universally applied for delivery of compounds into Gram positive bacteria. Gram positive bacteria which can be transformed by sonoporation include, for example, Bacillus, Streptococcus, Acetobacterium , and Clostridium . Compounds which can be delivered into Gram positive bacteria via sonoporation include nucleic acids (DNA or RNA), proteins, lipids, carbohydrates, viruses, small organic and inorganic molecules, and nano-particles",True
295q3ht5o3m4n4t2d5m5a666d5u7125572t1e16,US8663950,Production of a monoclonal antibody therapeutic against west nile virus in plants,The present invention describes the plant-based production of a therapeutic antibody against West Nile Virus.,Production of a monoclonal antibody therapeutic against west nile virus in plants. The present invention describes the plant-based production of a therapeutic antibody against West Nile Virus,True
651r46w2k4a26j6l552o3r5p4k433t2syv2t,US7642405,Switchable photosystem-II designer algae for photobiological hydrogen production,"A switchable photosystem-II designer algae for photobiological hydrogen production. The designer transgenic algae includes at least two transgenes for enhanced photobiological H 2 production wherein a first transgene serves as a genetic switch that can controls photosystem II (PSII) oxygen evolution and a second transgene encodes for creation of free proton channels in the algal photosynthetic membrane. In one embodiment, the algae includes a DNA construct having polymerase chain reaction forward primer ( 302 ), a inducible promoter ( 304 ), a PSII-iRNA sequence ( 306 ), a terminator ( 308 ), and a PCR reverse primer ( 310 ). In other embodiments, the PSII-iRNA sequence ( 306 ) is replaced with a CF 1 -iRNA sequence ( 312 ), a streptomycin-production gene ( 314 ), a targeting sequence ( 316 ) followed by a proton-channel producing gene ( 318 ), or a PSII-producing gene ( 320 ). In one embodiment, a photo-bioreactor and gas-product separation and utilization system produce photobiological H 2 from the switchable PSII designer alga.","Switchable photosystem-II designer algae for photobiological hydrogen production. A switchable photosystem-II designer algae for photobiological hydrogen production. The designer transgenic algae includes at least two transgenes for enhanced photobiological H 2 production wherein a first transgene serves as a genetic switch that can controls photosystem II (PSII) oxygen evolution and a second transgene encodes for creation of free proton channels in the algal photosynthetic membrane. In one embodiment, the algae includes a DNA construct having polymerase chain reaction forward primer ( 302 ), a inducible promoter ( 304 ), a PSII-iRNA sequence ( 306 ), a terminator ( 308 ), and a PCR reverse primer ( 310 ). In other embodiments, the PSII-iRNA sequence ( 306 ) is replaced with a CF 1 -iRNA sequence ( 312 ), a streptomycin-production gene ( 314 ), a targeting sequence ( 316 ) followed by a proton-channel producing gene ( 318 ), or a PSII-producing gene ( 320 ). In one embodiment, a photo-bioreactor and gas-product separation and utilization system produce photobiological H 2 from the switchable PSII designer alga",True
1r252j3vlt5v4a3j5g1q3q435w6n4z2w62h62,US8637283,Production of hydrocarbons in microorganisms,"A recombinant microorganism employing a bacterial pathway to produce a cyclic amino acid (e.g., coronamic acid or norcoronamic acid) and a plant enzyme (ACC oxidase) to oxidize the amino acid and produce an alkene (e.g., 1-butene or propene) is provided herein. Expression of these two biosynthetic modules in various microbial chassis will facilitate alkene production from diverse energy and carbon sources, including sugars, glycerol, CO 2 , CH 4 , H 2 , and sunlight.","Production of hydrocarbons in microorganisms. A recombinant microorganism employing a bacterial pathway to produce a cyclic amino acid (e.g., coronamic acid or norcoronamic acid) and a plant enzyme (ACC oxidase) to oxidize the amino acid and produce an alkene (e.g., 1-butene or propene) is provided herein. Expression of these two biosynthetic modules in various microbial chassis will facilitate alkene production from diverse energy and carbon sources, including sugars, glycerol, CO 2 , CH 4 , H 2 , and sunlight",True
301984b375055707y1h3u3v5354r4z69b2f,US8636999,STABLE PLASMID EXPRESSION VECTOR FOR BACTERIA,The invention provides compositions and methods for stable plasmid maintenance and protein expression in bacteria. Further provided are compositions and methods for promoting competence in bacteria that are otherwise not transformable.,STABLE PLASMID EXPRESSION VECTOR FOR BACTERIA. The invention provides compositions and methods for stable plasmid maintenance and protein expression in bacteria. Further provided are compositions and methods for promoting competence in bacteria that are otherwise not transformable,True
q604p6p2r5a3nj251q5zv5e133i5i1g5m4pj,US8586310,Method for multiplexed nucleic acid patch polymerase chain reaction,"The invention encompasses a method for amplifying at least two different nucleic acid sequences. In particular, the method encompasses a multiplexed nucleic acid patch polymerase chain reaction.","Method for multiplexed nucleic acid patch polymerase chain reaction. The invention encompasses a method for amplifying at least two different nucleic acid sequences. In particular, the method encompasses a multiplexed nucleic acid patch polymerase chain reaction",True
4u2l4hw5j5k326j5a345k5j2t624v611g4w481s,US8592199,GENETIC ENCRYPTION,"The present invention relates to a method to engineer either the genome of a genetically modified organism, other bioengineered reagent, or in vitro translation system for protein synthesis from specific protein-coding genes so that the protein-coding genes so engineered can only produce proteins with an intended structure when translated within the context of that specifically engineered GMO or in vitro translation system. It also relates to nucleic acids for use in such GMOs or translation systems.","GENETIC ENCRYPTION. The present invention relates to a method to engineer either the genome of a genetically modified organism, other bioengineered reagent, or in vitro translation system for protein synthesis from specific protein-coding genes so that the protein-coding genes so engineered can only produce proteins with an intended structure when translated within the context of that specifically engineered GMO or in vitro translation system. It also relates to nucleic acids for use in such GMOs or translation systems",True
1r55625k125b6m6l3j1x6g3y656p283h1fy4l4n,US8580542,Methods and compositions for producing alkenes of various chain length,"The NonA alkene synthase in Synechococcus sp. displays selective synthesis of 1-nonadecene. Heterologous recombination of a domain, i.e. the acyl binding domain, with other acyl binding proteins, affects acyl substrate chain-length binding selectivity and therefore the chain-length of the synthesized 1-alkenes. Compositions and methods are provided to selectively synthesize 1-alkenes of various chain lengths.","Methods and compositions for producing alkenes of various chain length. The NonA alkene synthase in Synechococcus sp. displays selective synthesis of 1-nonadecene. Heterologous recombination of a domain, i.e. the acyl binding domain, with other acyl binding proteins, affects acyl substrate chain-length binding selectivity and therefore the chain-length of the synthesized 1-alkenes. Compositions and methods are provided to selectively synthesize 1-alkenes of various chain lengths",True
1r5k5u75ez4l2a4v4y4u15c4l2b6y626s412c,US8450107,Nucleotide-specific recognition sequences for designer tal effectors,"The invention relates to methods of altering expression of a genomic locus of interest or specifically targeting a genomic locus of interest in an animal cell, which may involve contacting the genomic locus with a non-naturally occurring or engineered composition that includes a deoxyribonucleic acid (DNA) binding polypeptide having a N-terminal capping region, a DNA binding domain comprising at least five or more Transcription activator-like effector (TALE) monomers and at least one or more half-monomers specifically ordered to target the genomic locus of interest, and a C-terminal capping region, wherein the polypeptide includes at least one or more effector domains, and wherein the polypeptide is encoded by and translated from a codon optimized nucleic acid molecule so that the polypeptide preferentially binds to the DNA of the genomic locus.","Nucleotide-specific recognition sequences for designer tal effectors. The invention relates to methods of altering expression of a genomic locus of interest or specifically targeting a genomic locus of interest in an animal cell, which may involve contacting the genomic locus with a non-naturally occurring or engineered composition that includes a deoxyribonucleic acid (DNA) binding polypeptide having a N-terminal capping region, a DNA binding domain comprising at least five or more Transcription activator-like effector (TALE) monomers and at least one or more half-monomers specifically ordered to target the genomic locus of interest, and a C-terminal capping region, wherein the polypeptide includes at least one or more effector domains, and wherein the polypeptide is encoded by and translated from a codon optimized nucleic acid molecule so that the polypeptide preferentially binds to the DNA of the genomic locus",True
4z5x1r334q2mx285z1smd67546m4x2r543a63,US8609385,Methods for the direct conversion of carbon dioxide into a hydrocarbon using a metabolically engineered photosynthetic microorganism,"The present invention relates to methods for the production of isoprene by the direct conversion of atmospheric carbon dioxide using metabolically engineered genetically engineered photosynthetic microorganisms. The present invention also relates to genetically engineered photosynthetic microorganisms, such as cyanobacteria, that are capable of producing isoprene from CO 2 .","Methods for the direct conversion of carbon dioxide into a hydrocarbon using a metabolically engineered photosynthetic microorganism. The present invention relates to methods for the production of isoprene by the direct conversion of atmospheric carbon dioxide using metabolically engineered genetically engineered photosynthetic microorganisms. The present invention also relates to genetically engineered photosynthetic microorganisms, such as cyanobacteria, that are capable of producing isoprene from CO 2",True
1j3t29x2j306z2769396x1z26344m556e1v1x2c,US8521438,Computer-implemented cellular modeling having parallel pathways,"A computer-implemented method for cellular modeling is provided. The computer-implemented method for cellular modeling may include generating a cellular model, the model comprising a plurality of compartments, each compartment comprising at least one reaction, at least one species, or a combination of at least one reaction and at least one species; receiving a selection of at least one compartment for simulation to obtain at least one selected compartment; simulating the at least one selected compartment to obtain a result; and providing an output of the result from simulating the compartment; wherein at least two of the compartments comprise parallel pathways through the cellular model.","Computer-implemented cellular modeling having parallel pathways. A computer-implemented method for cellular modeling is provided. The computer-implemented method for cellular modeling may include generating a cellular model, the model comprising a plurality of compartments, each compartment comprising at least one reaction, at least one species, or a combination of at least one reaction and at least one species; receiving a selection of at least one compartment for simulation to obtain at least one selected compartment; simulating the at least one selected compartment to obtain a result; and providing an output of the result from simulating the compartment; wherein at least two of the compartments comprise parallel pathways through the cellular model",True
1fd3p4x34671o5tk14o34486e4j16245z163d,US8543337,"Block diagram explorer in a method and apparatus for integrated modeling, simulation and analysis of chemical and biological systems","A system for modeling, simulating and analyzing chemical and biochemical reactions includes a modeling environment for constructing a model of a chemical or biochemical system comprising a plurality of chemical reactions. The system also includes a simulation engine accepting as input said constructed model of the chemical or biochemical system and generating as output an expected result. The modeling environment includes a block diagram explorer for displaying a block diagram in a graphical user interface describing the system as a hierarchical network of interconnected blocks. Each block represents a species participating one of the chemical reactions or one of said chemical reactions in the system. The block diagram explorer allows for a user to manipulate and modify the graphical parameters of the block diagram representation to provide insight into the functionality and operation of the system being modeled.","Block diagram explorer in a method and apparatus for integrated modeling, simulation and analysis of chemical and biological systems. A system for modeling, simulating and analyzing chemical and biochemical reactions includes a modeling environment for constructing a model of a chemical or biochemical system comprising a plurality of chemical reactions. The system also includes a simulation engine accepting as input said constructed model of the chemical or biochemical system and generating as output an expected result. The modeling environment includes a block diagram explorer for displaying a block diagram in a graphical user interface describing the system as a hierarchical network of interconnected blocks. Each block represents a species participating one of the chemical reactions or one of said chemical reactions in the system. The block diagram explorer allows for a user to manipulate and modify the graphical parameters of the block diagram representation to provide insight into the functionality and operation of the system being modeled",True
123c4q6s2v4c2o1z3d15122d4o6s6w25174w1,US8513005,DNA immunogenic composition comprising a full-length modified poxvirus L1R gene fused to a tPA leader sequence,"The invention described here encompasses DNA and protein vaccines against poxviruses, and relevant immunogenic compositions, comprising at a minimum a nucleic acid encoding a modified full-length poxvirus L1R gene or its ortholog. The L1R gene is modified so that an endoplasmic reticulum-targeting sequence is operably linked on the 5&#x2032; end. Preferably the nucleic acid sequences for other poxviruses antigens are also included, such as A33R, B5R and/or A27L. These vaccines and compositions provide improved neutralizing antibody response elicited by molecular poxvirus vaccines, over known vaccines using unmodified L1R.","DNA immunogenic composition comprising a full-length modified poxvirus L1R gene fused to a tPA leader sequence. The invention described here encompasses DNA and protein vaccines against poxviruses, and relevant immunogenic compositions, comprising at a minimum a nucleic acid encoding a modified full-length poxvirus L1R gene or its ortholog. The L1R gene is modified so that an endoplasmic reticulum-targeting sequence is operably linked on the 5&#x2032; end. Preferably the nucleic acid sequences for other poxviruses antigens are also included, such as A33R, B5R and/or A27L. These vaccines and compositions provide improved neutralizing antibody response elicited by molecular poxvirus vaccines, over known vaccines using unmodified L1R",True
6x462z3o4n1m1c1t5m51p4w1j2u672j1ux3v,US8450090,Compositions and methods for promoting fatty acid production in plants,The invention relates to methods and products for producing fatty acids by manipulating metabolic function in plants and fungus. The fatty acids generated according to the invention may be useful in the production of biofuels.,Compositions and methods for promoting fatty acid production in plants. The invention relates to methods and products for producing fatty acids by manipulating metabolic function in plants and fungus. The fatty acids generated according to the invention may be useful in the production of biofuels,True
4i1a4rj5q32421v3r2h4l415f6k2x5p53vj3b,US8426569,NOVEL DNA CAPABLE OF BEING AMPLIFIED BY PCR WITH HIGH SELECTIVITY AND HIGH EFFICIENCY,"The present invention relates to unnatural base pairs of Ds (a 7-(2 thienyl)-3H-imidazo[4,5-b]pyridine-3-yl group) and a Pa derivative (a 2-nitro-1H-pyrrole-1-yl group bearing a substituent having a &#x3c0;-electron system attached at position 4) that can be replicated with high selectivity/high efficiency, and methods for replicating nucleic acids containing the unnatural base pairs. The present invention also relates to methods for incorporating an unnatural base bearing a functional substituent attached thereto into DNA by a nucleic acid replication reaction. The present invention also relates to methods for replicating and selectively collecting a nucleic acid containing an unnatural base pair from a nucleic acid pool. The present invention also relates to methods for determining a sequence of natural bases in the proximity of an unnatural base in DNA for achieving highly efficient and highly selective replication of a nucleic acid containing the unnatural base.","NOVEL DNA CAPABLE OF BEING AMPLIFIED BY PCR WITH HIGH SELECTIVITY AND HIGH EFFICIENCY. The present invention relates to unnatural base pairs of Ds (a 7-(2 thienyl)-3H-imidazo[4,5-b]pyridine-3-yl group) and a Pa derivative (a 2-nitro-1H-pyrrole-1-yl group bearing a substituent having a &#x3c0;-electron system attached at position 4) that can be replicated with high selectivity/high efficiency, and methods for replicating nucleic acids containing the unnatural base pairs. The present invention also relates to methods for incorporating an unnatural base bearing a functional substituent attached thereto into DNA by a nucleic acid replication reaction. The present invention also relates to methods for replicating and selectively collecting a nucleic acid containing an unnatural base pair from a nucleic acid pool. The present invention also relates to methods for determining a sequence of natural bases in the proximity of an unnatural base in DNA for achieving highly efficient and highly selective replication of a nucleic acid containing the unnatural base",True
6ye5m3p485v5e1s1g5x4mt5y371p5f4g4l1r32,US8440625,SECRETED PROTEIN ACIDIC AND RICH IN CYSTEINE (SPARC) AS CHEMOTHERAPEUTIC SENSITIZERS,The present invention relates to compositions and methods of use thereof for cancer therapy sensitization. Such compositions comprise functional fragments of the nucleotide and/or polypeptide sequences of a Secreted Protein Acidic and Rich in Cysteine (SPARC). The compositions can be used in combination with existing chemotherapeutic agents for treatment of cancers.,SECRETED PROTEIN ACIDIC AND RICH IN CYSTEINE (SPARC) AS CHEMOTHERAPEUTIC SENSITIZERS. The present invention relates to compositions and methods of use thereof for cancer therapy sensitization. Such compositions comprise functional fragments of the nucleotide and/or polypeptide sequences of a Secreted Protein Acidic and Rich in Cysteine (SPARC). The compositions can be used in combination with existing chemotherapeutic agents for treatment of cancers,True
2w66j4u3i11552j03d3p5u551l32o3u5n5r7,US8420833,Producing biofuels using polyketide synthases,"The present invention provides for a non-naturally occurring polyketide synthase (PKS) capable of synthesizing a carboxylic acid or a lactone, and a composition such that a carboxylic acid or lactone is included. The carboxylic acid or lactone, or derivative thereof, is useful as a biofuel. The present invention also provides for a recombinant nucleic acid or vector that encodes such a PKS, and host cells which also have such a recombinant nucleic acid or vector. The present invention also provides for a method of producing such carboxylic acids or lactones using such a PKS.","Producing biofuels using polyketide synthases. The present invention provides for a non-naturally occurring polyketide synthase (PKS) capable of synthesizing a carboxylic acid or a lactone, and a composition such that a carboxylic acid or lactone is included. The carboxylic acid or lactone, or derivative thereof, is useful as a biofuel. The present invention also provides for a recombinant nucleic acid or vector that encodes such a PKS, and host cells which also have such a recombinant nucleic acid or vector. The present invention also provides for a method of producing such carboxylic acids or lactones using such a PKS",True
c565ctr1q2x1w62343s3s5r44v1l5z471a6y,US8021867,Rationally-designed meganucleases with altered sequence specificity and DNA-binding affinity,"Rationally-designed LAGLIDADG (SEQ ID NO: 37) meganucleases and methods of making such meganucleases are provided. In addition, methods are provided for using the meganucleases to generate recombinant cells and organisms having a desired DNA sequence inserted into a limited number of loci within the genome, as well as methods of gene therapy, for treatment of pathogenic infections, and for in vitro applications in diagnostics and research.","Rationally-designed meganucleases with altered sequence specificity and DNA-binding affinity. Rationally-designed LAGLIDADG (SEQ ID NO: 37) meganucleases and methods of making such meganucleases are provided. In addition, methods are provided for using the meganucleases to generate recombinant cells and organisms having a desired DNA sequence inserted into a limited number of loci within the genome, as well as methods of gene therapy, for treatment of pathogenic infections, and for in vitro applications in diagnostics and research",True
5h221h5t2i2m6h2h622r2y4n40482762x2g2o,US8349587,Methods and Systems for Chemoautotrophic Production of Organic Compounds,"The present disclosure identifies pathways, mechanisms, systems and methods to confer chemoautotrophic production of carbon-based products of interest, such as sugars, alcohols, chemicals, amino acids, polymers, fatty acids and their derivatives, hydrocarbons, isoprenoids, and intermediates thereof, in organisms such that these organisms efficiently convert inorganic carbon to organic carbon-based products of interest using inorganic energy, such as formate, and in particular the use of organisms for the commercial production of various carbon-based products of interest.","Methods and Systems for Chemoautotrophic Production of Organic Compounds. The present disclosure identifies pathways, mechanisms, systems and methods to confer chemoautotrophic production of carbon-based products of interest, such as sugars, alcohols, chemicals, amino acids, polymers, fatty acids and their derivatives, hydrocarbons, isoprenoids, and intermediates thereof, in organisms such that these organisms efficiently convert inorganic carbon to organic carbon-based products of interest using inorganic energy, such as formate, and in particular the use of organisms for the commercial production of various carbon-based products of interest",True
445gv30315c5r2j3m6a4k6g5y4eq16s156v5b,US8338157,RATIONALLY-DESIGNED MEGANUCLEASES FOR MAIZE GENOME ENGINEERING,"The invention relates to the field of molecular biology and recombinant nucleic acid technology. In particular, the invention relates to a rationally-designed, non-naturally-occurring meganuclease with altered DNA recognition sequence specificity which recognizes and cleaves a unique DNA site in the maize genome. Disclosed herein are meganucleases which are variants of the I-CreI and LIG- 34 meganucleases. The invention also relates to methods of producing engineered maize plants using such meganucleases.","RATIONALLY-DESIGNED MEGANUCLEASES FOR MAIZE GENOME ENGINEERING. The invention relates to the field of molecular biology and recombinant nucleic acid technology. In particular, the invention relates to a rationally-designed, non-naturally-occurring meganuclease with altered DNA recognition sequence specificity which recognizes and cleaves a unique DNA site in the maize genome. Disclosed herein are meganucleases which are variants of the I-CreI and LIG- 34 meganucleases. The invention also relates to methods of producing engineered maize plants using such meganucleases",True
5w4v464x4h1q70323r2b315g445o4l4f3b4g5p5i,US8326547,Method of sequence optimization for improved recombinant protein expression using a particle swarm optimization algorithm,"An improved gene sequence optimization method, the systematic optimization method, is described for boosting the recombinant expression of genes in bacteria, yeast, insect and mammalian cells. This general method takes into account of multiple, preferably most or all, of the parameters and factors affecting protein expression including codon usage, tRNA usage, GC-content, ribosome binding sequences, promoter, 5&#x2032;-UTR, ORF and 3&#x2032;-UTR sequences of the genes to improve and optimize the gene sequences to boost the protein expression of the genes in bacteria, yeast, insect and mammalian cells. In particular, the invention relates to a system and a method for sequence optimization for improved recombinant protein expression using a particle swarm optimization algorithm. The improved systematic optimization method can be incorporated into a software for more efficient optimization.","Method of sequence optimization for improved recombinant protein expression using a particle swarm optimization algorithm. An improved gene sequence optimization method, the systematic optimization method, is described for boosting the recombinant expression of genes in bacteria, yeast, insect and mammalian cells. This general method takes into account of multiple, preferably most or all, of the parameters and factors affecting protein expression including codon usage, tRNA usage, GC-content, ribosome binding sequences, promoter, 5&#x2032;-UTR, ORF and 3&#x2032;-UTR sequences of the genes to improve and optimize the gene sequences to boost the protein expression of the genes in bacteria, yeast, insect and mammalian cells. In particular, the invention relates to a system and a method for sequence optimization for improved recombinant protein expression using a particle swarm optimization algorithm. The improved systematic optimization method can be incorporated into a software for more efficient optimization",True
6i2o2c68s674045314p47346y3w6i2d103o2z3e,US8314222,System for capturing and modifying large pieces of genomic DNA and constructing organisms with synthetic chloroplasts,"The functional analysis of genes frequently requires the manipulation of large genomic regions. A yeast-bacteria shuttle vector is described that can be used to clone large regions of DNA by homologous recombination. Also described is a method for isolating entire genomes, including chloroplast genomes, or large portions thereof, and manipulating the same. Also described are methods for determining minimal genomes, minimal pathway requirements, and minimal organelle genomes.","System for capturing and modifying large pieces of genomic DNA and constructing organisms with synthetic chloroplasts. The functional analysis of genes frequently requires the manipulation of large genomic regions. A yeast-bacteria shuttle vector is described that can be used to clone large regions of DNA by homologous recombination. Also described is a method for isolating entire genomes, including chloroplast genomes, or large portions thereof, and manipulating the same. Also described are methods for determining minimal genomes, minimal pathway requirements, and minimal organelle genomes",True
5i4d3b6a3m5l5al45336j121d5f2u541efn4h,US8236491,Protein fragment complementation assay for thermophiles,A protein fragment complementation assay for thermophiles is provided wherein a thermophilic bacteria having a temperature-sensitive adenylate kinase is transformed with one or more vectors having sequences encoding a first test peptide operatively fused to a first portion of a thermostable adenylate and a second test peptide operatively fused to a second portion of the thermostable adenylate kinase. Association of the first and second test peptides allows association of the first and second portions of the thermostable adenylate kinase and growth of the thermophilic bacteria at a temperature greater than 70&#xb0; C.,Protein fragment complementation assay for thermophiles. A protein fragment complementation assay for thermophiles is provided wherein a thermophilic bacteria having a temperature-sensitive adenylate kinase is transformed with one or more vectors having sequences encoding a first test peptide operatively fused to a first portion of a thermostable adenylate and a second test peptide operatively fused to a second portion of the thermostable adenylate kinase. Association of the first and second test peptides allows association of the first and second portions of the thermostable adenylate kinase and growth of the thermophilic bacteria at a temperature greater than 70&#xb0; C,True
2k1wi4a39l3g325w6z2h4w3e1a5c5r5f2j3053,US7921384,Hybrid multi-layer artificial immune system,"The invention describes apparatuses for nano-scale integrated circuits applied to nanorobotics. Using EDA techniques, the system develops fully functional nano ICs, including ASICs and microprocessors. Three dimensional nano ICs are disclosed for increased efficiency in nanorobotic apparatuses. Nano-scale FPGAs are disclosed. The nano-scale semiconductors have applications to nano-scale and micro-scale robots.","Hybrid multi-layer artificial immune system. The invention describes apparatuses for nano-scale integrated circuits applied to nanorobotics. Using EDA techniques, the system develops fully functional nano ICs, including ASICs and microprocessors. Three dimensional nano ICs are disclosed for increased efficiency in nanorobotic apparatuses. Nano-scale FPGAs are disclosed. The nano-scale semiconductors have applications to nano-scale and micro-scale robots",True
326p6p701o5c3c3w4o4sc6p712v2l3f4b4e5p5p,US8059271,Reusable sample holding device permitting ready loading of very small wet samples,"A reusable sample-holding device for readily loading very small wet samples for observation of the samples by microscopic equipment, in particular in a vacuum environment. Embodiments may be used with a scanning electron microscope (SEM), a transmission electron microscope (TEM), an X-ray microscope, optical microscope, and the like. For observation of the sample, embodiments provide a thin-membrane window etched in the center of each of two silicon wafers abutting to contain the sample in a small uniform gap formed between the windows. This gap may be adjusted by employing spacers. Alternatively, the thickness of a film established by the fluid in which the sample is incorporated determines the gap without need of a spacer. To optimize resolution each window may have a thickness on the order of 50 nm and the gap may be on the order of 50 nm.","Reusable sample holding device permitting ready loading of very small wet samples. A reusable sample-holding device for readily loading very small wet samples for observation of the samples by microscopic equipment, in particular in a vacuum environment. Embodiments may be used with a scanning electron microscope (SEM), a transmission electron microscope (TEM), an X-ray microscope, optical microscope, and the like. For observation of the sample, embodiments provide a thin-membrane window etched in the center of each of two silicon wafers abutting to contain the sample in a small uniform gap formed between the windows. This gap may be adjusted by employing spacers. Alternatively, the thickness of a film established by the fluid in which the sample is incorporated determines the gap without need of a spacer. To optimize resolution each window may have a thickness on the order of 50 nm and the gap may be on the order of 50 nm",True
a3l5g6m2s5m1b3h6g5r6a1o666n6w4q1r3e3k2z,US7973214,Designer organisms for photosynthetic production of ethanol from carbon dioxide and water,"The present invention provides a revolutionary photosynthetic ethanol production technology based on designer transgenic plants, algae, or plant cells. The designer plants, designer algae, and designer plant cells are created such that the endogenous photosynthesis regulation mechanism is tamed, and the reducing power (NADPH) and energy (ATP) acquired from the photosynthetic water splitting and proton gradient-coupled electron transport process are used for immediate synthesis of ethanol (CH 3 CH 2 OH) directly from carbon dioxide (CO 2 ) and water (H 2 O). The ethanol production methods of the present invention completely eliminate the problem of recalcitrant lignocellulosics by bypassing the bottleneck problem of the biomass technology. The photosynthetic ethanol-production technology of the present invention is expected to have a much higher solar-to-ethanol energy-conversion efficiency than the current technology and could also help protect the Earth's environment from the dangerous accumulation of CO 2 in the atmosphere.","Designer organisms for photosynthetic production of ethanol from carbon dioxide and water. The present invention provides a revolutionary photosynthetic ethanol production technology based on designer transgenic plants, algae, or plant cells. The designer plants, designer algae, and designer plant cells are created such that the endogenous photosynthesis regulation mechanism is tamed, and the reducing power (NADPH) and energy (ATP) acquired from the photosynthetic water splitting and proton gradient-coupled electron transport process are used for immediate synthesis of ethanol (CH 3 CH 2 OH) directly from carbon dioxide (CO 2 ) and water (H 2 O). The ethanol production methods of the present invention completely eliminate the problem of recalcitrant lignocellulosics by bypassing the bottleneck problem of the biomass technology. The photosynthetic ethanol-production technology of the present invention is expected to have a much higher solar-to-ethanol energy-conversion efficiency than the current technology and could also help protect the Earth's environment from the dangerous accumulation of CO 2 in the atmosphere",True
54s4i6h6m3292m2m1u2o685rx2p32v63z33,US7873502,"Creation and maintenance of a history list in a method and apparatus for integrated modeling, simulation and analysis of chemical and biological systems","A system for modeling, simulating and analyzing chemical and biochemical reactions includes a modeling environment for constructing a model of a chemical or biochemical system comprising a plurality of chemical reactions. The system also includes a simulation engine accepting as input the constructed model of the chemical or biochemical system and generating as output an expected result. Each time a chemical reaction executes during a simulation of the chemical or biochemical system, the simulation engine stores the reaction time and an identifier for the reaction that executes at that reaction time to produce a time-ordered history list. The history list can be replayed by simulating the reactions as the reactions occur in the history list to produce the same state sequence as the original simulation.","Creation and maintenance of a history list in a method and apparatus for integrated modeling, simulation and analysis of chemical and biological systems. A system for modeling, simulating and analyzing chemical and biochemical reactions includes a modeling environment for constructing a model of a chemical or biochemical system comprising a plurality of chemical reactions. The system also includes a simulation engine accepting as input the constructed model of the chemical or biochemical system and generating as output an expected result. Each time a chemical reaction executes during a simulation of the chemical or biochemical system, the simulation engine stores the reaction time and an identifier for the reaction that executes at that reaction time to produce a time-ordered history list. The history list can be replayed by simulating the reactions as the reactions occur in the history list to produce the same state sequence as the original simulation",True
6h4o3b4j6w3y5a445r1v6628p3d2n416u3qx20,US7794969,Methods and compositions for the recombinant biosynthesis of n-alkanes,"The present disclosure identifies methods and compositions for modifying photoautotrophic organisms as hosts, such that the organisms efficiently convert carbon dioxide and light into n-alkanes, and in particular the use of such organisms for the commercial production of n-alkanes and related molecules.","Methods and compositions for the recombinant biosynthesis of n-alkanes. The present disclosure identifies methods and compositions for modifying photoautotrophic organisms as hosts, such that the organisms efficiently convert carbon dioxide and light into n-alkanes, and in particular the use of such organisms for the commercial production of n-alkanes and related molecules",True
